Product ID,Product Name,Category,Supplier ID,Supplier Name,Purchase Date,Purchase Price,Retail Price,Stock Level,Reorder Point,Lead Time (Days),Sales Volume,Sales Date,Sales Channel,Demand Forecast,Stockouts,Backorders,Warehouse Location,Expiration Date,Discounts Applied,Inventory Aging,Return Rate
1807,Voice,Toys,175,Crane and Sons,2023-08-06,8.6,23.79,202,55,8,46,2025-01-31,Online,182,5,5,WH2,,18,18,4.15
8767,Data,Toys,186,"Graham, Kennedy and Hardin",2022-07-21,24.81,44.47,315,74,8,99,2025-01-01,In-store,76,2,4,WH1,,0,6,3.76
9537,Member,Clothing,137,Burke-Francis,2022-06-01,21.64,40.09,231,10,5,36,2025-02-05,In-store,50,5,7,WH2,,4,21,4.91
9161,Conference,Home,104,Lucas-Ayala,2021-09-11,45.78,89.17,86,54,11,35,2025-01-18,Wholesale,126,0,7,WH2,,7,36,4.37
1244,Weight,Books,118,"Martin, Graves and Beasley",2021-11-12,48.51,123.39,363,91,15,14,2025-02-21,In-store,178,2,0,WH1,,0,19,1.35
7993,Structure,Books,126,Lee LLC,2022-10-24,31.53,50.49,92,33,11,3,2025-01-18,Wholesale,156,3,2,WH2,,21,33,1.93
7443,Between,Home,171,Schaefer-Clark,2021-03-17,15.36,40.96,446,86,6,36,2025-02-17,Wholesale,91,1,10,WH1,,3,8,0.1
3406,Use,Grocery,140,Krause-Brown,2021-02-09,26.89,60.9,110,20,11,60,2025-01-08,Online,162,1,8,WH3,2022-12-01,19,46,3.82
7043,Group,Clothing,160,Warner-Hughes,2023-06-07,5.17,12.39,121,21,9,92,2025-01-14,Online,103,2,6,WH2,,2,78,4.37
1005,Start,Electronics,200,Miller-Dodson,2020-09-11,28.46,71.06,46,93,11,35,2025-01-16,Wholesale,65,5,10,WH3,,19,71,1.81
7361,Understand,Home,100,Robbins-Ruiz,2021-11-03,41.54,69.92,11,39,14,19,2025-01-01,Online,157,4,4,WH2,,24,80,4.1
4136,Work,Grocery,152,"Gentry, Barajas and Baker",2024-10-13,26.42,71.95,10,15,3,42,2025-02-13,Online,71,3,0,WH3,2022-08-25,0,28,2.66
4054,Skin,Home,121,Lara-Carpenter,2020-03-02,40.34,60.61,264,81,10,81,2025-01-10,Online,108,1,9,WH1,,2,19,1.36
5166,Husband,Books,183,Fernandez-Sanders,2024-11-16,41.58,121.88,21,26,8,14,2025-01-30,Online,111,0,10,WH1,,15,44,2.57
2565,Eight,Toys,105,Davis-Johnson,2021-10-15,48.73,112.95,393,67,13,79,2025-01-05,Online,155,4,5,WH2,,23,70,1.26
2974,Heavy,Books,148,Peterson-Freeman,2023-10-03,15.36,33.24,253,91,9,74,2025-02-10,In-store,151,0,0,WH1,,28,57,1.85
5605,Concern,Toys,132,"Harris, Torres and Mitchell",2021-08-23,33.86,91.82,458,42,14,85,2025-01-11,Wholesale,90,3,6,WH3,,9,69,4.01
3072,Child,Home,190,Thomas-Gray,2022-04-18,8.14,24.12,1,67,13,68,2025-02-15,In-store,128,0,1,WH3,,24,48,4.39
9846,Situation,Electronics,161,"Lopez, Price and Acosta",2021-12-20,17.16,39.39,178,82,9,96,2025-02-13,Online,196,5,0,WH3,,2,47,1.95
8965,Nation,Toys,138,Ellis Group,2022-08-10,13.16,37.91,468,92,11,97,2025-01-21,In-store,124,4,4,WH3,,19,41,2.23
2078,Generation,Clothing,101,Burke-James,2022-07-20,28.02,51.33,62,61,4,35,2025-01-28,Wholesale,151,5,1,WH2,,14,22,3.31
7589,Really,Toys,179,Turner Ltd,2020-10-21,42.42,78.61,360,18,12,11,2025-02-03,Wholesale,99,2,4,WH1,,11,53,0.94
9276,Answer,Grocery,164,Olson Ltd,2021-01-25,24.37,54.59,64,48,12,58,2025-02-18,In-store,174,2,6,WH1,2024-10-29,30,36,2.33
1851,Pm,Grocery,148,Martin-Smith,2020-06-10,22.94,63.94,142,76,15,8,2025-01-09,In-store,131,1,1,WH3,2020-01-03,28,83,1.43
9587,Arrive,Toys,198,"Le, Wiley and Lynch",2020-03-04,9.54,15.95,338,98,7,36,2025-02-07,Wholesale,55,2,10,WH1,,15,43,3.55
8101,Building,Home,195,Sharp Inc,2024-08-01,8.95,24.63,247,83,13,85,2025-02-14,Online,141,1,3,WH1,,2,31,3.06
4843,Several,Books,163,Gonzales-Benitez,2020-01-19,17.07,42.35,286,63,3,93,2025-02-08,In-store,143,0,2,WH2,,9,53,3.7
7349,Pm,Home,145,"Scott, Lane and Acosta",2023-06-26,30.34,63.03,142,94,3,95,2025-01-08,In-store,65,1,3,WH1,,1,40,1.87
3470,Speech,Clothing,103,"Hernandez, Barnes and Phelps",2022-12-18,48.73,93.58,353,90,4,76,2025-02-05,Wholesale,101,5,10,WH2,,20,57,1.8
9798,Industry,Home,102,"Taylor, Jennings and Reid",2020-04-22,23.25,50.76,74,32,6,85,2025-01-20,Online,67,1,6,WH1,,21,80,2.73
5807,Safe,Grocery,105,Wyatt-Hines,2021-12-01,31.17,88.04,117,56,12,65,2025-01-15,Online,94,4,3,WH1,2021-05-23,23,80,3.07
7357,Relationship,Toys,138,Smith Ltd,2021-02-02,17.89,35.68,132,44,12,60,2025-02-06,Online,115,0,4,WH2,,14,11,3.79
4191,Case,Clothing,157,Gill-Garcia,2024-09-21,21.89,34.66,450,58,13,52,2025-01-21,Online,74,3,1,WH2,,28,41,0.5
7593,Spring,Clothing,191,Williams-Holland,2021-09-30,29.41,64.25,32,23,4,7,2025-01-20,Online,126,1,9,WH3,,15,21,3.59
8257,Simply,Toys,118,"Carpenter, English and Sanders",2021-03-06,46.73,124.7,60,11,8,8,2025-01-17,Online,110,2,10,WH2,,23,65,0.31
4406,Its,Electronics,154,Sanchez PLC,2020-03-05,22.92,66.82,94,62,13,3,2025-02-21,In-store,169,0,0,WH1,,3,72,4.93
6066,Quality,Grocery,190,"Graves, Burns and Krause",2022-04-09,43.56,103.57,421,98,6,31,2025-02-11,Online,98,1,3,WH2,2023-06-13,14,21,2.02
1081,Big,Grocery,144,Hamilton-Thompson,2020-06-27,45.84,136.05,319,59,14,99,2025-01-02,Wholesale,170,3,3,WH3,2023-03-01,18,58,3.4
9056,Lot,Home,116,Mckenzie-Jones,2023-03-15,16.85,45.9,226,91,5,20,2025-01-13,In-store,108,5,3,WH1,,29,4,2.9
7517,Term,Toys,173,Wagner-Martin,2024-02-25,31.15,71.39,429,64,7,48,2025-01-02,Online,135,4,1,WH2,,8,50,1.16
4417,Economy,Electronics,147,"Robertson, Barrett and Lewis",2021-09-09,48.02,118.75,116,25,8,19,2025-02-12,In-store,138,0,9,WH2,,9,33,1.89
2676,Clear,Electronics,107,Powell-Powers,2021-07-10,26.75,49.92,311,98,11,18,2025-02-12,Wholesale,146,4,2,WH1,,0,53,2.32
3229,Man,Home,199,Owens Inc,2023-09-14,28.83,47.43,60,28,9,16,2025-01-27,Online,89,4,3,WH2,,24,81,4.69
2852,Fly,Electronics,134,Nelson LLC,2024-11-05,5.97,16.9,103,44,14,97,2025-01-09,In-store,52,3,4,WH2,,15,9,0.32
7394,I,Grocery,191,Jones-Tate,2021-08-03,18.02,30.54,400,19,9,68,2025-01-04,Wholesale,114,1,6,WH3,2025-02-02,0,46,3.64
8675,Question,Grocery,122,Martin-Thomas,2021-05-23,5.98,16.04,310,40,7,11,2025-01-07,Wholesale,175,0,5,WH3,2025-01-23,29,57,3.33
1330,Right,Books,200,"Martin, Black and Lee",2024-08-28,17.01,33.15,354,91,5,51,2025-01-09,Wholesale,200,4,7,WH3,,10,65,3.51
7674,Much,Home,103,"Elliott, Dunn and Young",2020-03-31,25.85,48.48,390,78,7,18,2025-01-12,In-store,60,2,5,WH1,,1,58,4.87
7482,Program,Clothing,194,Lewis-Williams,2021-01-29,18.15,30.27,129,67,12,44,2025-01-05,Online,62,3,9,WH1,,11,51,1.04
5038,Particular,Electronics,137,"Hayes, Johnson and Marks",2024-12-31,18.85,30.38,68,22,11,10,2025-02-20,Online,111,1,4,WH2,,15,69,4.36
2449,Human,Books,160,Barry-Kane,2020-12-08,29.51,60.25,380,56,5,7,2025-02-06,Wholesale,127,1,10,WH1,,0,24,3.3
4730,Identify,Electronics,190,Navarro-Harris,2024-12-01,24.35,39.86,133,88,7,45,2025-01-01,In-store,74,0,5,WH3,,7,69,1.29
6154,Grow,Clothing,162,Harding Inc,2020-07-13,10.96,18.88,451,83,14,17,2025-02-18,In-store,169,3,6,WH1,,16,73,1.97
3457,Economic,Grocery,122,Lloyd-Crawford,2024-04-02,30.59,52.41,284,92,4,12,2025-02-18,Wholesale,109,5,3,WH2,2021-11-06,25,38,4.79
6647,Late,Books,148,Fischer Group,2024-12-08,43.06,101.1,249,55,5,28,2025-01-12,Wholesale,64,0,9,WH2,,23,50,4.15
3061,Skin,Home,174,"Harris, Taylor and Rivas",2020-12-03,30.22,84.28,487,26,12,31,2025-02-19,Online,107,3,9,WH1,,5,77,3.38
4732,Probably,Books,155,Solis LLC,2024-09-25,21.29,33.3,197,86,14,12,2025-01-06,Online,155,5,10,WH1,,17,82,2.28
3281,Center,Books,186,Best PLC,2024-08-04,30.74,46.48,315,71,4,81,2025-02-14,In-store,95,2,8,WH3,,14,23,0.85
8737,Action,Books,193,Zimmerman LLC,2020-11-15,32.51,82.92,132,98,12,21,2025-01-07,In-store,128,0,10,WH2,,26,21,2.89
5811,Old,Clothing,108,Mcgee-Owens,2023-05-04,6.64,14.81,220,76,3,32,2025-02-12,Wholesale,146,0,2,WH2,,3,49,2.41
8930,Development,Grocery,160,Barber-Baldwin,2020-04-24,5.65,14.25,8,62,14,51,2025-01-28,Online,92,3,9,WH2,2020-12-05,0,4,1.91
7395,Card,Grocery,196,Perry-Vance,2022-07-31,40.74,97.71,231,76,10,62,2025-02-11,Online,152,3,6,WH2,2024-10-19,25,85,3.23
1955,Why,Home,160,Thomas-Ward,2022-10-13,7.59,19.72,67,20,6,57,2025-01-23,Wholesale,75,5,8,WH2,,15,14,2.06
2862,Ever,Grocery,174,Rose-Mcintosh,2023-05-11,28.66,47.63,481,22,6,36,2025-02-11,Wholesale,174,3,4,WH3,2022-07-09,28,66,2.25
7326,South,Toys,194,Parks-Fletcher,2021-12-04,25.65,60.2,495,42,7,12,2025-02-09,Wholesale,163,5,6,WH1,,6,9,3.48
7191,None,Toys,148,Carter-Smith,2020-04-29,40.71,91.58,427,15,14,83,2025-02-06,Online,183,2,6,WH3,,17,6,1.06
9048,Sport,Grocery,161,Gross PLC,2021-05-24,31.61,72.19,214,63,14,19,2025-01-11,Wholesale,159,5,9,WH3,2022-09-05,23,43,0.04
2984,Attention,Clothing,165,"Grimes, Cameron and Mendoza",2021-02-01,15.42,37.72,60,90,13,78,2025-01-08,Online,75,5,2,WH3,,11,84,2.09
3193,Rest,Grocery,180,Macdonald-Smith,2025-02-06,26.29,75.68,441,96,9,91,2025-02-12,In-store,181,3,2,WH1,2020-10-07,11,78,0.29
2416,Fire,Books,125,Weber-Davis,2022-02-06,22.8,35.88,247,56,3,17,2025-01-30,In-store,99,3,3,WH1,,17,66,2.96
1236,Official,Books,109,Johnson Group,2021-05-25,13.51,29.53,481,63,13,5,2025-02-03,In-store,179,5,6,WH2,,23,39,1.47
2470,Personal,Books,142,Butler-Campbell,2020-01-04,7.58,22.41,273,63,10,59,2025-01-12,Wholesale,177,4,1,WH2,,9,9,4.03
3666,Rather,Electronics,134,Small Inc,2022-09-18,48.77,75.59,111,43,15,40,2025-01-01,Wholesale,150,0,5,WH2,,9,61,1.01
5397,Sport,Clothing,132,Gross Inc,2022-02-02,38.43,75.16,125,63,3,59,2025-01-31,Wholesale,74,0,4,WH2,,26,40,1.56
2786,Attention,Clothing,179,Lloyd-Meadows,2023-12-24,25.16,62.25,37,60,10,45,2025-01-05,Wholesale,195,5,5,WH3,,18,30,1.75
9884,Series,Toys,170,Murray Group,2023-06-06,39.64,112.51,472,16,4,71,2025-01-15,Wholesale,172,4,2,WH1,,17,44,1.62
5635,Dream,Toys,185,Swanson-Gomez,2024-04-17,27.12,58.99,67,59,10,16,2025-02-07,Online,134,0,1,WH1,,19,7,2.18
1034,Role,Books,143,Chambers-Moore,2023-08-28,10.47,20.37,442,16,6,60,2025-01-10,Wholesale,160,5,3,WH2,,18,16,2.72
5129,Service,Clothing,180,Carter-Gilbert,2023-09-07,28.09,75.27,397,67,10,15,2025-01-14,Online,192,1,3,WH2,,10,62,3.3
8158,Community,Books,154,Esparza LLC,2023-10-21,37.96,69.46,281,45,10,21,2025-01-30,Online,83,4,6,WH3,,27,36,3.68
9132,With,Electronics,171,Barber-Smith,2023-05-16,18.89,34.1,477,14,14,69,2025-01-03,In-store,111,4,8,WH2,,23,80,0.74
9674,Either,Grocery,180,Ryan-Bell,2021-05-07,35.27,57.04,22,82,10,76,2025-01-21,Wholesale,117,5,3,WH3,2024-09-13,5,38,1.18
8642,Serve,Clothing,103,"Myers, Daniel and Garcia",2022-12-23,42.07,99.24,243,38,3,81,2025-02-21,Online,152,3,8,WH1,,1,79,1.83
3570,Heart,Toys,184,Taylor Group,2022-08-02,15.25,36.06,301,100,5,49,2025-01-11,Online,129,4,1,WH1,,0,38,4.67
6123,Safe,Toys,114,Hansen PLC,2024-12-03,41.19,66.98,305,79,3,18,2025-02-13,Online,103,3,2,WH2,,23,31,0.78
3341,To,Home,194,"Kemp, Johnson and Hernandez",2022-03-21,20.98,34.11,303,72,8,93,2025-02-18,Online,138,0,10,WH3,,19,76,3.99
6455,Write,Toys,149,Jackson LLC,2021-10-04,28.04,57.92,406,42,6,61,2025-01-06,Wholesale,97,5,0,WH2,,17,1,0.92
3549,Speak,Books,178,Murphy-Odonnell,2024-12-06,24.85,49.4,195,66,13,64,2025-02-11,Wholesale,176,3,0,WH1,,10,54,3.39
8754,Once,Grocery,155,Zimmerman Group,2024-05-24,41.55,95.31,480,100,13,73,2025-02-17,Wholesale,54,3,7,WH2,2024-03-11,19,16,4.13
2018,Not,Books,144,White-Walker,2020-02-17,27.94,71.76,37,24,12,50,2025-02-14,Wholesale,90,3,0,WH2,,17,65,3.43
4002,Physical,Clothing,188,Davis-Butler,2022-10-15,40.39,119.21,83,80,13,89,2025-01-15,Wholesale,121,3,3,WH1,,19,49,0.48
1440,Technology,Clothing,129,Moore Inc,2024-03-30,13.11,24.23,402,40,13,29,2025-02-16,Wholesale,164,3,10,WH3,,7,54,1.79
9995,Example,Toys,111,"Johnson, Riley and Ferguson",2020-06-20,42.33,104.09,40,50,13,27,2025-02-20,Wholesale,123,5,2,WH3,,29,80,1.48
4309,Throw,Books,157,Hunt and Sons,2021-08-24,19.15,46.5,247,80,6,36,2025-02-05,In-store,75,2,5,WH3,,19,40,4.64
8038,Top,Electronics,160,Hernandez Inc,2020-04-14,39.62,115.1,359,88,9,28,2025-02-01,Wholesale,94,4,10,WH2,,24,42,1.68
8986,Who,Grocery,148,Hernandez Inc,2020-11-16,23.44,38.23,164,80,14,49,2025-01-01,In-store,132,4,0,WH1,2020-04-27,30,82,2.76
4251,Green,Toys,189,Gonzales-Wood,2023-06-16,18.33,33.93,326,44,4,34,2025-01-15,Online,59,1,8,WH3,,26,89,0.84
8169,Article,Books,150,"Campbell, Lee and Schultz",2020-05-08,48.97,81.26,56,69,15,29,2025-01-03,In-store,121,2,1,WH3,,8,33,3.31
4287,Fight,Books,123,Lester-Lozano,2023-06-11,11.42,27.47,57,59,14,47,2025-01-13,Wholesale,182,2,5,WH3,,27,77,4.44
2521,Little,Home,195,"Greene, Gardner and Ramirez",2023-08-18,17.01,46.58,113,10,8,63,2025-02-17,In-store,174,5,9,WH2,,22,2,3.3
2764,Game,Grocery,106,"Garcia, Wagner and Cox",2024-05-23,23.84,51.63,129,70,4,80,2025-01-07,Wholesale,75,1,3,WH3,2023-01-23,14,77,3.05
4020,But,Clothing,138,Mccoy LLC,2024-08-08,32.03,73.31,418,19,4,27,2025-01-07,In-store,145,5,4,WH3,,16,86,0.75
4366,Change,Electronics,107,"Moore, Hebert and Williams",2024-07-15,7.96,12.07,360,20,8,2,2025-01-04,Online,85,4,10,WH2,,18,41,3.13
1871,Believe,Toys,175,"Gilbert, Gutierrez and Andrews",2024-11-08,40.02,70.88,369,20,3,65,2025-02-17,Wholesale,52,5,6,WH3,,28,5,0.23
4534,Business,Clothing,123,"Hudson, Scott and Garcia",2025-02-09,31.11,55.6,436,10,10,17,2025-02-10,In-store,132,3,8,WH2,,23,44,4.82
9055,Record,Electronics,135,Rodriguez LLC,2020-11-22,15.12,43.98,144,75,10,3,2025-02-05,In-store,123,1,1,WH1,,26,66,3.18
2207,Day,Electronics,170,Wade Inc,2023-12-13,30.54,57.28,289,24,10,60,2025-02-09,In-store,200,2,3,WH3,,9,4,0.83
2686,May,Clothing,133,Brown-Hess,2023-02-17,34.83,67.9,43,26,10,32,2025-01-22,Online,83,3,7,WH1,,30,68,0.48
1299,Buy,Clothing,132,"Brewer, Cochran and Diaz",2020-05-03,21.39,36.29,479,95,14,26,2025-01-23,In-store,97,0,5,WH2,,10,86,0.43
1360,Seat,Clothing,119,Gillespie Group,2024-03-26,47.16,76.28,21,43,11,9,2025-01-22,Wholesale,81,1,8,WH3,,20,39,0.91
2362,Community,Toys,154,Pugh-Hunter,2021-10-24,9.08,26.86,174,72,15,57,2025-02-20,In-store,57,2,1,WH1,,18,44,3.88
8874,In,Clothing,139,Collins Group,2020-02-04,20.12,57.97,46,30,5,28,2025-01-03,In-store,135,1,7,WH1,,24,40,1.33
4939,Father,Toys,158,Martinez Ltd,2021-12-19,49.23,76.48,107,13,7,55,2025-01-11,In-store,161,5,9,WH3,,4,40,0.91
1809,Special,Clothing,103,Wilkinson Group,2024-04-01,9.56,27.93,254,42,10,79,2025-02-15,Online,129,1,0,WH2,,22,9,0.41
2887,Network,Grocery,149,"Richardson, Clark and Johnson",2023-11-08,49.42,81.32,211,75,6,87,2025-01-17,In-store,200,1,7,WH2,2023-09-26,8,66,4.83
6444,Computer,Books,145,"Vasquez, Jones and Clark",2024-05-03,16.48,35.14,59,19,14,27,2025-02-01,In-store,56,4,0,WH3,,9,67,1.88
2286,Give,Home,108,"Green, Campos and Ferrell",2023-11-09,24.38,62.27,425,40,11,20,2025-01-16,Wholesale,117,4,0,WH3,,27,71,2.3
5866,American,Clothing,167,Martinez Group,2021-10-09,37.34,68.05,425,36,6,11,2025-02-08,Online,110,4,2,WH3,,19,70,4.29
6453,Teach,Books,195,"Garrett, Davis and Sullivan",2024-06-16,33.56,94.32,340,65,5,97,2025-01-24,Online,116,0,7,WH2,,27,48,3.38
5456,Always,Electronics,136,"Duran, Walker and Riley",2022-02-03,14.0,36.25,70,58,12,26,2025-02-01,In-store,134,4,10,WH3,,15,8,4.42
5853,Guess,Grocery,179,"Chavez, Rodriguez and Brown",2024-01-25,8.78,14.52,149,88,5,42,2025-02-19,In-store,76,2,9,WH3,2023-06-28,17,28,4.73
2946,Moment,Electronics,143,Brown Inc,2022-10-04,32.69,76.8,173,33,14,25,2025-01-20,In-store,194,1,9,WH3,,3,76,2.39
4762,Claim,Toys,151,Ferguson LLC,2020-02-24,36.22,87.84,51,18,3,21,2025-01-07,Wholesale,147,4,8,WH2,,22,21,4.23
4145,However,Toys,114,Torres Inc,2023-12-18,19.12,41.77,48,22,12,98,2025-01-31,In-store,110,0,4,WH3,,26,23,2.7
1834,Crime,Clothing,137,Owens Group,2024-05-27,9.0,18.8,230,77,9,92,2025-01-28,In-store,127,0,0,WH2,,5,32,3.12
5004,During,Home,113,"Bennett, Griffin and Simon",2024-08-28,29.01,50.43,56,30,8,62,2025-02-17,Online,144,3,0,WH3,,30,47,1.97
8862,The,Toys,149,Chandler-Morgan,2024-11-10,8.62,18.92,299,61,6,97,2025-01-31,Wholesale,123,1,10,WH1,,5,13,2.84
4919,Argue,Clothing,179,Colon-Dominguez,2025-01-30,9.91,15.42,394,92,4,91,2025-01-23,Wholesale,157,0,1,WH2,,28,81,1.53
1461,Rock,Books,131,"Jordan, Castro and Delacruz",2023-12-30,29.34,78.39,277,42,10,93,2025-01-01,Wholesale,145,4,0,WH1,,4,33,3.75
4997,Agency,Grocery,129,Thomas and Sons,2023-11-02,23.96,60.97,305,21,11,31,2025-01-24,Online,65,1,8,WH2,2024-12-26,13,24,2.97
5180,Against,Toys,145,Thomas Ltd,2022-07-26,32.04,83.54,464,76,5,60,2025-01-22,In-store,186,3,7,WH2,,12,64,4.81
4521,Million,Clothing,181,"Gibbs, Cruz and Beasley",2021-10-19,28.77,60.45,429,86,11,91,2025-02-14,Wholesale,119,4,8,WH3,,11,60,3.99
2516,Hard,Clothing,187,Romero-Lee,2024-01-28,12.16,33.94,448,98,14,79,2025-02-10,Online,178,0,7,WH2,,19,51,0.84
8778,Catch,Clothing,108,Gibson-Smith,2024-07-28,49.55,135.71,23,85,15,56,2025-01-16,Online,163,0,9,WH3,,28,33,0.01
8287,Radio,Toys,183,Hall-Maynard,2020-09-10,15.42,45.87,106,56,10,35,2025-02-14,Online,123,5,8,WH3,,20,53,0.39
7258,Allow,Books,135,Jimenez PLC,2020-12-28,16.97,50.04,79,62,7,98,2025-02-05,In-store,144,4,6,WH3,,21,31,2.17
4477,Factor,Grocery,130,Baker-Johnston,2023-07-07,12.09,20.79,362,95,14,100,2025-01-27,Wholesale,145,0,2,WH3,2021-06-16,9,33,4.27
4362,Long,Books,172,Rice Group,2021-01-30,25.62,70.15,67,72,13,73,2025-02-17,In-store,128,4,10,WH3,,6,52,0.05
7459,Around,Toys,107,Carter Group,2020-02-08,41.03,120.82,473,37,8,50,2025-01-28,Online,139,2,3,WH3,,0,1,2.79
7579,Deep,Books,153,Vasquez-Bean,2024-10-20,12.76,22.77,365,19,5,70,2025-01-07,Online,94,3,9,WH3,,9,19,0.91
3148,Since,Home,145,Rodriguez Inc,2022-04-27,42.81,65.1,27,51,4,98,2025-01-15,In-store,84,0,9,WH2,,17,76,1.69
6961,Set,Home,148,"Bowen, Fitzpatrick and Bishop",2021-11-23,38.96,109.55,78,14,4,49,2025-01-24,Wholesale,70,2,9,WH1,,18,82,2.68
2410,Stuff,Electronics,108,Williams Ltd,2021-07-09,22.18,61.4,319,70,14,40,2025-01-13,Wholesale,56,0,2,WH3,,16,2,4.98
8901,Will,Electronics,157,Davis-Walton,2021-02-10,45.97,137.14,130,34,12,69,2025-02-06,In-store,105,3,0,WH1,,7,89,0.69
2801,Certain,Clothing,189,Bates Group,2021-09-07,43.87,89.21,368,55,11,2,2025-01-02,In-store,152,0,0,WH2,,12,21,4.19
3129,Word,Electronics,154,"Hall, Saunders and Aguirre",2021-08-18,25.14,50.62,499,18,14,31,2025-01-10,Wholesale,76,5,0,WH2,,5,55,0.6
9536,Middle,Toys,162,"Hill, Flores and Smith",2020-06-23,47.39,134.19,477,32,12,63,2025-01-25,In-store,139,1,3,WH3,,2,71,3.34
3788,Through,Home,154,Brewer LLC,2025-01-25,40.46,103.17,397,13,3,58,2025-02-02,Online,147,5,10,WH1,,9,40,1.02
3986,Box,Grocery,167,Vincent Group,2024-06-19,25.47,42.34,307,14,6,88,2025-01-01,Online,190,5,7,WH3,2022-09-17,17,34,1.28
7709,Reflect,Grocery,157,"Abbott, Navarro and Haas",2023-12-07,20.43,38.65,140,12,9,33,2025-01-14,Online,87,4,6,WH1,2020-02-16,3,85,1.3
9711,Guy,Electronics,119,Aguilar Group,2021-11-07,15.08,24.71,260,74,9,99,2025-01-07,Online,188,4,5,WH1,,30,34,2.42
3165,Wrong,Clothing,136,Lopez Group,2021-12-17,29.73,63.16,79,71,4,77,2025-02-06,Wholesale,130,1,7,WH3,,30,81,1.47
6627,Make,Books,130,King-Wyatt,2021-06-17,23.37,68.1,52,31,5,96,2025-02-08,In-store,141,3,8,WH2,,30,37,4.16
1606,Go,Toys,128,Williams Ltd,2021-03-04,14.48,40.81,414,34,3,16,2025-02-05,Online,110,4,8,WH3,,7,36,1.6
1600,Make,Toys,173,Mcgrath-Smith,2021-06-07,46.01,128.28,393,38,6,20,2025-02-03,Wholesale,67,5,8,WH1,,8,19,1.46
8565,Level,Electronics,147,Young-Perkins,2023-06-19,8.69,25.27,158,88,12,98,2025-01-19,In-store,154,1,1,WH2,,26,40,0.44
1354,Popular,Toys,133,"Benson, Lowe and Griffith",2024-02-05,48.29,106.83,67,87,11,22,2025-01-15,Wholesale,163,5,4,WH2,,7,85,4.04
7935,Son,Grocery,154,Quinn-Mills,2020-08-05,33.6,57.11,172,86,7,85,2025-02-05,In-store,155,1,7,WH2,2020-06-29,13,10,3.53
6437,Her,Toys,181,"Stevenson, Marsh and Randall",2023-10-17,34.52,87.65,448,20,14,38,2025-02-04,In-store,174,2,9,WH3,,2,72,3.25
2284,Gas,Clothing,132,Barton LLC,2021-07-13,14.96,23.71,70,62,13,32,2025-01-11,Wholesale,163,3,1,WH3,,7,25,2.84
5999,Small,Grocery,198,Schmidt-Rodgers,2021-01-02,5.83,12.09,483,42,6,37,2025-01-14,In-store,98,3,3,WH2,2020-08-20,28,14,4.56
8354,Method,Electronics,185,Gutierrez LLC,2023-06-03,45.75,82.02,492,50,12,12,2025-01-08,In-store,195,2,0,WH3,,11,5,1.62
5884,Drop,Clothing,124,"Mills, Farrell and Smith",2021-07-29,5.73,12.68,23,19,13,48,2025-01-15,In-store,72,0,10,WH2,,27,22,3.57
1828,Man,Home,127,Martin-Cox,2024-10-05,37.24,109.26,222,72,15,87,2025-01-22,Wholesale,177,1,6,WH2,,1,69,0.46
3696,Scene,Electronics,117,Webb PLC,2021-08-12,5.73,12.71,322,56,5,20,2025-01-21,In-store,87,5,10,WH2,,10,15,1.03
6121,Rise,Toys,113,Humphrey-Vincent,2021-06-20,43.24,97.38,366,66,14,94,2025-01-03,Wholesale,103,2,7,WH3,,2,41,3.77
1741,Pattern,Home,151,Sanders LLC,2024-05-24,39.79,66.79,373,60,5,50,2025-02-11,Online,94,0,3,WH2,,30,78,2.6
7518,Enjoy,Books,175,Rios-Spence,2024-09-20,44.45,132.72,458,41,3,38,2025-01-09,Wholesale,199,2,4,WH2,,18,82,1.74
7924,Physical,Home,126,Brown-Marshall,2022-01-04,37.09,106.41,149,23,9,25,2025-01-20,Wholesale,164,4,7,WH3,,9,39,4.16
8303,Everyone,Clothing,103,Oconnor Ltd,2021-04-21,28.0,60.41,36,88,8,3,2025-01-09,In-store,122,5,7,WH3,,23,57,2.86
8117,Firm,Grocery,199,Blake Group,2024-03-08,35.96,80.98,394,100,7,53,2025-01-29,Wholesale,142,4,10,WH3,2024-10-10,22,45,1.3
9849,Religious,Electronics,130,"Curtis, Boyd and Hayes",2022-12-22,31.8,62.33,239,21,12,98,2025-02-07,Online,89,0,9,WH1,,17,5,1.54
7826,I,Grocery,108,Melendez-Rose,2025-02-11,23.29,51.09,150,13,13,15,2025-01-29,In-store,60,0,2,WH2,2022-10-07,8,22,4.96
9587,Itself,Clothing,109,Rogers Group,2021-12-16,26.67,51.05,14,40,9,100,2025-01-31,Wholesale,170,1,6,WH3,,27,38,4.52
5756,Woman,Clothing,108,Mcbride Inc,2023-03-27,37.29,92.07,472,66,9,82,2025-02-17,In-store,103,3,8,WH2,,21,25,1.07
4223,Next,Toys,141,Logan-Taylor,2024-12-22,25.59,40.33,312,96,9,27,2025-02-05,In-store,82,3,2,WH1,,27,70,4.37
4558,Help,Books,195,King Group,2020-10-08,48.4,102.87,408,32,3,89,2025-01-14,Wholesale,155,3,3,WH1,,7,69,2.93
1918,Short,Grocery,187,Bryant-Washington,2022-12-18,33.54,66.01,188,89,5,70,2025-01-28,Online,182,2,9,WH3,2024-10-16,7,62,2.22
9867,However,Toys,155,Brown PLC,2022-07-15,27.13,55.08,480,39,14,17,2025-01-10,Wholesale,90,5,6,WH3,,12,56,4.98
